states,Transaction_Year,Transaction_Count,Transaction_Amount
Ladakh,2018,18715,63917843.17
Ladakh,2018,6149,20173133.98
Ladakh,2018,26838,103879000.4
Ladakh,2018,8373,31643842.13
Ladakh,2019,36320,118531360.4
Ladakh,2019,9825,34328560.5
Ladakh,2019,53483,201775862.2
Ladakh,2019,15289,57479644.8
Ladakh,2019,78541,283288473.2
Ladakh,2019,13855,47841053.99
Ladakh,2019,79404,302589608.6
Ladakh,2019,5302,22099751.44
Ladakh,2020,92250,308889816.7
Ladakh,2020,24169,68749860.74
Ladakh,2020,116607,398378484.5
Ladakh,2020,38403,125414514.1
Ladakh,2020,174514,652346606.2
Ladakh,2020,53708,183140893.8
Ladakh,2020,252454,869280793.9
Ladakh,2020,79680,242682676.6
Ladakh,2021,216659,801921555.6
Ladakh,2021,58756,181498257.7
Ladakh,2021,307802,1142273760
Ladakh,2021,91914,284985335.7
Ladakh,2021,462038,1769463337
Ladakh,2021,128949,444521407.4
Ladakh,2021,495230,1736886845
Ladakh,2021,134957,416648293.7
Ladakh,2022,500666,1653910267
Ladakh,2022,129349,371130651.8
Ladakh,2022,888735,2898954649
Ladakh,2022,229338,644363529.3
Ladakh,2022,946345,2958028224
Ladakh,2022,244513,647171126.8
Ladakh,2022,850164,2346066905
Ladakh,2022,233208,548410667.5
Madhya Pradesh,2018,1704495,1905473875
Madhya Pradesh,2018,1066784,1455149305
Madhya Pradesh,2018,354555,437805408.2
Madhya Pradesh,2018,294739,336129604.1
Madhya Pradesh,2018,262578,253627459.7
Madhya Pradesh,2018,223180,258084907.6
Madhya Pradesh,2018,217079,158907811.4
Madhya Pradesh,2018,210786,249549304.8
Madhya Pradesh,2018,187518,204604018.8
Madhya Pradesh,2018,183246,206440756.1
Madhya Pradesh,2018,2101870,3162583723
Madhya Pradesh,2018,1375908,2404399123
Madhya Pradesh,2018,489851,768942832.1
Madhya Pradesh,2018,422639,584301958.9
Madhya Pradesh,2018,344826,478416852.6
Madhya Pradesh,2018,298854,492363779.3
Madhya Pradesh,2018,291630,463505751.5
Madhya Pradesh,2018,267894,314107092.2
Madhya Pradesh,2018,242463,270342008.7
Madhya Pradesh,2018,238497,351923713
Madhya Pradesh,2018,3157810,4500771533
Madhya Pradesh,2018,2082530,3633508422
Madhya Pradesh,2018,792217,664927054
Madhya Pradesh,2018,758026,813770551
Madhya Pradesh,2018,726317,1161920836
Madhya Pradesh,2018,701227,958869249.4
Madhya Pradesh,2018,566062,685929451.1
Madhya Pradesh,2018,498756,721272323.6
Madhya Pradesh,2018,426854,345889819.4
Madhya Pradesh,2018,425936,570906796.1
Madhya Pradesh,2018,4226983,6249310701
Madhya Pradesh,2018,2826520,5075021923
Madhya Pradesh,2018,894712,1644666010
Madhya Pradesh,2018,866243,1360238729
Madhya Pradesh,2018,783146,1051788224
Madhya Pradesh,2018,588836,933681137.7
Madhya Pradesh,2018,585638,981666410.7
Madhya Pradesh,2018,573261,742271402.2
Madhya Pradesh,2018,536104,820460181.5
Madhya Pradesh,2018,501654,821092172.4
Madhya Pradesh,2019,8252290,9878412374
Madhya Pradesh,2019,5731364,8462300131
Madhya Pradesh,2019,1598108,1381467050
Madhya Pradesh,2019,1489827,2066194878
Madhya Pradesh,2019,1342886,2088543078
Madhya Pradesh,2019,976357,1063530760
Madhya Pradesh,2019,940607,1264261227
Madhya Pradesh,2019,925998,1031788235
Madhya Pradesh,2019,911351,1084348082
Madhya Pradesh,2019,866533,1138882578
Madhya Pradesh,2019,12031142,17309015091
Madhya Pradesh,2019,8459734,14340814113
Madhya Pradesh,2019,2003659,3365108021
Madhya Pradesh,2019,1264694,2419928141
Madhya Pradesh,2019,1000398,1498323454
Madhya Pradesh,2019,869522,1520840062
Madhya Pradesh,2019,758405,1228020791
Madhya Pradesh,2019,733352,1398321448
Madhya Pradesh,2019,718741,1390495018
Madhya Pradesh,2019,705805,1221413819
Madhya Pradesh,2019,15339970,19449113922
Madhya Pradesh,2019,11739888,17332954157
Madhya Pradesh,2019,2424190,3585214329
Madhya Pradesh,2019,1945426,2938882605
Madhya Pradesh,2019,1287391,1861274344
Madhya Pradesh,2019,1227719,1645829157
Madhya Pradesh,2019,992605,1490521770
Madhya Pradesh,2019,935300,1453796035
Madhya Pradesh,2019,935229,1347968051
Madhya Pradesh,2019,895526,1358217450
Madhya Pradesh,2019,18062429,24303685080
Madhya Pradesh,2019,15879423,23175261774
Madhya Pradesh,2019,2901762,4636477564
Madhya Pradesh,2019,2509157,4050254391
Madhya Pradesh,2019,1649254,2534823488
Madhya Pradesh,2019,1629869,2294177801
Madhya Pradesh,2019,1251392,2061011652
Madhya Pradesh,2019,1218814,1853137602
Madhya Pradesh,2019,1194971,1868318601
Madhya Pradesh,2019,1160674,2078184265
Madhya Pradesh,2020,20249473,30491290764
Madhya Pradesh,2020,18872294,26955303214
Madhya Pradesh,2020,3486010,5963024021
Madhya Pradesh,2020,2793829,4742983279
Madhya Pradesh,2020,1956388,2984071095
Madhya Pradesh,2020,1747508,2672516077
Madhya Pradesh,2020,1550995,2660677488
Madhya Pradesh,2020,1550696,2464387871
Madhya Pradesh,2020,1500274,2336164021
Madhya Pradesh,2020,1358528,2622020904
Madhya Pradesh,2020,14074026,27679446324
Madhya Pradesh,2020,13320426,28685653052
Madhya Pradesh,2020,2624767,4775816369
Madhya Pradesh,2020,2318052,4127023650
Madhya Pradesh,2020,2060273,3502234254
Madhya Pradesh,2020,2007098,3502556848
Madhya Pradesh,2020,1950309,3543387313
Madhya Pradesh,2020,1913320,3316587069
Madhya Pradesh,2020,1877915,3929625255
Madhya Pradesh,2020,1792207,2906918484
Madhya Pradesh,2020,29560361,57525605026
Madhya Pradesh,2020,17544816,31851463021
Madhya Pradesh,2020,3978884,7817520356
Madhya Pradesh,2020,3568035,6733555698
Madhya Pradesh,2020,2921971,5297389627
Madhya Pradesh,2020,2527639,4260243323
Madhya Pradesh,2020,2512141,4197137117
Madhya Pradesh,2020,2498225,4394184455
Madhya Pradesh,2020,2113701,3726188141
Madhya Pradesh,2020,2086383,3959365506
Madhya Pradesh,2020,38492334,67905952478
Madhya Pradesh,2020,25715586,42359214661
Madhya Pradesh,2020,6115831,12129267095
Madhya Pradesh,2020,5245511,9769636688
Madhya Pradesh,2020,4280284,7849328205
Madhya Pradesh,2020,3833814,6450900581
Madhya Pradesh,2020,3659099,6453013619
Madhya Pradesh,2020,3633263,6071266571
Madhya Pradesh,2020,3170211,5890642614
Madhya Pradesh,2020,3045335,6440539078
Madhya Pradesh,2021,67309234,1.01726E+11
Madhya Pradesh,2021,37457244,53867415617
Madhya Pradesh,2021,7162483,13365571400
Madhya Pradesh,2021,6508756,11341470368
Madhya Pradesh,2021,4926814,8661804509
Madhya Pradesh,2021,4368739,7366487165
Madhya Pradesh,2021,3992803,6833124438
Madhya Pradesh,2021,3804912,6207673601
Madhya Pradesh,2021,3281453,6171721023
Madhya Pradesh,2021,3149917,5653447302
Madhya Pradesh,2021,74643630,1.27039E+11
Madhya Pradesh,2021,34159162,59026805793
Madhya Pradesh,2021,7475892,15466583871
Madhya Pradesh,2021,6808088,12879587251
Madhya Pradesh,2021,5029916,9012726646
Madhya Pradesh,2021,4879699,9676724764
Madhya Pradesh,2021,4430778,8482648817
Madhya Pradesh,2021,4199604,7779826903
Madhya Pradesh,2021,3787673,7484666558
Madhya Pradesh,2021,3692722,8211449729
Madhya Pradesh,2021,103403998,1.46735E+11
Madhya Pradesh,2021,55970712,81712956761
Madhya Pradesh,2021,10677148,19237891487
Madhya Pradesh,2021,9691966,16293034528
Madhya Pradesh,2021,7652620,13233697399
Madhya Pradesh,2021,7010257,11371461568
Madhya Pradesh,2021,6092595,9986506658
Madhya Pradesh,2021,5466240,8629273157
Madhya Pradesh,2021,5106996,8670292562
Madhya Pradesh,2021,4691027,8366148266
Madhya Pradesh,2021,134176541,1.90196E+11
Madhya Pradesh,2021,73486993,1.07686E+11
Madhya Pradesh,2021,13721879,25012279408
Madhya Pradesh,2021,12476449,20920967750
Madhya Pradesh,2021,9436286,16998154949
Madhya Pradesh,2021,8770665,14454487270
Madhya Pradesh,2021,7659615,13007477186
Madhya Pradesh,2021,6733399,10809509304
Madhya Pradesh,2021,6522234,11185696131
Madhya Pradesh,2021,6195961,12315058116
Madhya Pradesh,2022,159892411,2.21097E+11
Madhya Pradesh,2022,82698834,1.17708E+11
Madhya Pradesh,2022,15549106,27692015435
Madhya Pradesh,2022,14198131,23727705883
Madhya Pradesh,2022,11174270,19317822241
Madhya Pradesh,2022,10117283,16593117838
Madhya Pradesh,2022,8873232,14573666819
Madhya Pradesh,2022,7782311,12240349685
Madhya Pradesh,2022,7709009,12667985168
Madhya Pradesh,2022,7000254,11999611899
Madhya Pradesh,2022,185588829,2.5591E+11
Madhya Pradesh,2022,94002709,1.30635E+11
Madhya Pradesh,2022,18027874,32093579424
Madhya Pradesh,2022,16889784,27629576719
Madhya Pradesh,2022,12860422,22270090166
Madhya Pradesh,2022,11567048,18840900183
Madhya Pradesh,2022,9969749,16816037628
Madhya Pradesh,2022,8962440,14596356954
Madhya Pradesh,2022,8725327,14417789309
Madhya Pradesh,2022,8417985,16928268531
Madhya Pradesh,2022,169367916,2.36429E+11
Madhya Pradesh,2022,156507125,1.94324E+11
Madhya Pradesh,2022,140075797,1.81342E+11
Madhya Pradesh,2022,19510123,31696730032
Madhya Pradesh,2022,17564654,26204520331
Madhya Pradesh,2022,14059587,21942517754
Madhya Pradesh,2022,12392412,18195974456
Madhya Pradesh,2022,10823857,16145007713
Madhya Pradesh,2022,8837903,14504856960
Madhya Pradesh,2022,8802203,12815375203
Madhya Pradesh,2022,245710341,3.50638E+11
Madhya Pradesh,2022,190199488,2.43654E+11
Madhya Pradesh,2022,158576063,2.10882E+11
Madhya Pradesh,2022,21340912,35102831658
Madhya Pradesh,2022,17383664,26637455898
Madhya Pradesh,2022,16707523,27113247453
Madhya Pradesh,2022,13287245,20206456865
Madhya Pradesh,2022,11710945,18499556127
Madhya Pradesh,2022,10700938,14780956554
Madhya Pradesh,2022,9898698,16813110581
Maharashtra,2018,3842929,5378982327
Maharashtra,2018,2671029,3923116794
Maharashtra,2018,1444587,2385242801
Maharashtra,2018,1243518,1995816825
Maharashtra,2018,669259,874435847.1
Maharashtra,2018,620430,680361961.6
Maharashtra,2018,592456,781981176.2
Maharashtra,2018,451438,535791949
Maharashtra,2018,438972,522540233.7
Maharashtra,2018,351519,354723905.4
Maharashtra,2018,5162876,8513428063
Maharashtra,2018,3277612,6048515206
Maharashtra,2018,2055232,3877425977
Maharashtra,2018,1773084,3339349832
Maharashtra,2018,956098,1502940957
Maharashtra,2018,792349,1325086381
Maharashtra,2018,789032,1121247393
Maharashtra,2018,657732,1017429009
Maharashtra,2018,616058,960786263.2
Maharashtra,2018,469802,849899520.1
Maharashtra,2018,7890491,12601613622
Maharashtra,2018,4090811,7438893352
Maharashtra,2018,3049903,5567618775
Maharashtra,2018,2611297,4941785823
Maharashtra,2018,1321016,2243065274
Maharashtra,2018,1215989,2003870351
Maharashtra,2018,1171650,1755607885
Maharashtra,2018,957281,1548416429
Maharashtra,2018,842685,1476318517
Maharashtra,2018,717318,1362324763
Maharashtra,2018,11075153,18048884123
Maharashtra,2018,6060284,11506143747
Maharashtra,2018,4635750,8268990734
Maharashtra,2018,4198385,7592415202
Maharashtra,2018,1884842,3079870458
Maharashtra,2018,1881354,3510737505
Maharashtra,2018,1685901,2758523356
Maharashtra,2018,1266285,2368140885
Maharashtra,2018,1226980,2363347728
Maharashtra,2018,1088141,1842460037
Maharashtra,2019,23360634,32233517414
Maharashtra,2019,8672352,14116666928
Maharashtra,2019,6743762,10706972932
Maharashtra,2019,6590587,10262365752
Maharashtra,2019,3417783,4445200036
Maharashtra,2019,2967544,4544409151
Maharashtra,2019,2792378,3834151759
Maharashtra,2019,1729326,2957722310
Maharashtra,2019,1719894,2564696463
Maharashtra,2019,1711532,2915291684
Maharashtra,2019,44795652,58398808592
Maharashtra,2019,9050682,16756255698
Maharashtra,2019,7530876,12313829091
Maharashtra,2019,7064507,11847987143
Maharashtra,2019,4188658,6025414880
Maharashtra,2019,3923883,5791332954
Maharashtra,2019,3396197,4796542322
Maharashtra,2019,1820589,3474067537
Maharashtra,2019,1818926,3167985278
Maharashtra,2019,1790440,3545962731
Maharashtra,2019,67093416,78128868958
Maharashtra,2019,11231012,16108408587
Maharashtra,2019,10401047,19947302478
Maharashtra,2019,10319061,15257508401
Maharashtra,2019,7028066,8460253081
Maharashtra,2019,6165553,7727440587
Maharashtra,2019,5823390,6977918217
Maharashtra,2019,2841225,4598818500
Maharashtra,2019,2826165,4766032718
Maharashtra,2019,2748252,4158566617
Maharashtra,2019,91666565,1.03271E+11
Maharashtra,2019,14329105,29174555413
Maharashtra,2019,13830713,20280076921
Maharashtra,2019,12837253,20156220719
Maharashtra,2019,10054198,12613474577
Maharashtra,2019,8223885,10735621489
Maharashtra,2019,8161133,10014948231
Maharashtra,2019,4236391,7088367323
Maharashtra,2019,3759589,6462184396
Maharashtra,2019,3562595,5355626918
Maharashtra,2020,107497963,1.19146E+11
Maharashtra,2020,23598054,40462122570
Maharashtra,2020,15699451,22551048276
Maharashtra,2020,12019521,15505749977
Maharashtra,2020,10765004,15125508374
Maharashtra,2020,9438690,11942430957
Maharashtra,2020,5518308,9057699650
Maharashtra,2020,4939298,8556069047
Maharashtra,2020,4716907,8325816942
Maharashtra,2020,4244606,6091061427
Maharashtra,2020,58840981,94890914731
Maharashtra,2020,14673823,26603760478
Maharashtra,2020,12230364,18163626281
Maharashtra,2020,11893531,17207891613
Maharashtra,2020,8581175,13518590358
Maharashtra,2020,7820545,11549930062
Maharashtra,2020,6617740,11240715303
Maharashtra,2020,6271738,11057370637
Maharashtra,2020,4237438,5239353070
Maharashtra,2020,4056198,5669347658
Maharashtra,2020,101472134,1.54366E+11
Maharashtra,2020,20687558,38421032378
Maharashtra,2020,17587671,26675908701
Maharashtra,2020,16568232,26708998225
Maharashtra,2020,12231686,19033463159
Maharashtra,2020,11746960,18854510865
Maharashtra,2020,8883332,16593214277
Maharashtra,2020,8375851,16121372737
Maharashtra,2020,5427408,8380993717
Maharashtra,2020,5046305,7298216466
Maharashtra,2020,142350762,1.82512E+11
Maharashtra,2020,31947471,52567087497
Maharashtra,2020,30073494,43911916102
Maharashtra,2020,25886584,38876096830
Maharashtra,2020,19001745,27681773653
Maharashtra,2020,17881031,27734234062
Maharashtra,2020,13929256,25560818871
Maharashtra,2020,12746918,24047679848
Maharashtra,2020,9634903,13939207767
Maharashtra,2020,8070045,11789420098
Maharashtra,2021,208930588,2.53624E+11
Maharashtra,2021,49079788,75911506798
Maharashtra,2021,33503449,48840960312
Maharashtra,2021,27235543,41832846588
Maharashtra,2021,20324679,29945191784
Maharashtra,2021,20132732,31261594334
Maharashtra,2021,16119131,32164445523
Maharashtra,2021,14942900,27709537707
Maharashtra,2021,13720797,26445846334
Maharashtra,2021,10673549,15596964082
Maharashtra,2021,218732925,2.98657E+11
Maharashtra,2021,51172626,79709409342
Maharashtra,2021,34695330,51834001818
Maharashtra,2021,28391827,47825836434
Maharashtra,2021,27190170,55251595071
Maharashtra,2021,23744887,36191383377
Maharashtra,2021,22506189,36690120294
Maharashtra,2021,16869500,32660327253
Maharashtra,2021,16828619,33876247851
Maharashtra,2021,11509927,16915509520
Maharashtra,2021,303322956,3.72244E+11
Maharashtra,2021,67846531,1.00495E+11
Maharashtra,2021,47716080,89156949628
Maharashtra,2021,46296081,66370065441
Maharashtra,2021,39927545,60198709474
Maharashtra,2021,32667108,45343695948
Maharashtra,2021,29998841,44274024438
Maharashtra,2021,23270731,41445914645
Maharashtra,2021,22642205,41800216300
Maharashtra,2021,15666356,21716387177
Maharashtra,2021,371337618,4.54585E+11
Maharashtra,2021,92733033,1.34616E+11
Maharashtra,2021,58731186,82756618879
Maharashtra,2021,58312102,1.08919E+11
Maharashtra,2021,50753398,77325087056
Maharashtra,2021,42089766,58225600205
Maharashtra,2021,37294016,55504861303
Maharashtra,2021,30809337,53652623922
Maharashtra,2021,29893044,53557566278
Maharashtra,2021,19999796,27241010089
Maharashtra,2022,424149132,5.08475E+11
Maharashtra,2022,104595313,1.48081E+11
Maharashtra,2022,73700274,1.36399E+11
Maharashtra,2022,66420329,91604299446
Maharashtra,2022,59914404,89903593918
Maharashtra,2022,48288544,66140008400
Maharashtra,2022,43072958,63065806665
Maharashtra,2022,35927347,61917805950
Maharashtra,2022,35130037,62436627061
Maharashtra,2022,22836136,30642123150
Maharashtra,2022,520321567,6.20747E+11
Maharashtra,2022,125227570,1.7259E+11
Maharashtra,2022,98129806,1.75927E+11
Maharashtra,2022,76359706,1.03706E+11
Maharashtra,2022,69128782,1.03031E+11
Maharashtra,2022,55248137,75915458867
Maharashtra,2022,52065290,75751126722
Maharashtra,2022,42201172,72250021262
Maharashtra,2022,41690075,74367210007
Maharashtra,2022,26465986,34460851151
Maharashtra,2022,505018506,5.49532E+11
Maharashtra,2022,197724164,2.47679E+11
Maharashtra,2022,80605581,1.03769E+11
Maharashtra,2022,75574380,1.09529E+11
Maharashtra,2022,73292524,1.01189E+11
Maharashtra,2022,72051672,98270574414
Maharashtra,2022,59756919,78617594736
Maharashtra,2022,43898093,73768556417
Maharashtra,2022,42461860,70593347850
Maharashtra,2022,28475145,36394835875
Maharashtra,2022,544687754,5.90334E+11
Maharashtra,2022,248827345,3.10278E+11
Maharashtra,2022,96634264,1.20464E+11
Maharashtra,2022,95624463,1.38499E+11
Maharashtra,2022,82944788,1.16241E+11
Maharashtra,2022,75229421,1.02452E+11
Maharashtra,2022,67307091,90151467649
Maharashtra,2022,50187075,84188481406
Maharashtra,2022,49452868,83291615227
Maharashtra,2022,32354836,40318975045
Manipur,2018,29863,46026262.67
Manipur,2018,21960,26028937.81
Manipur,2018,8288,8366772.888
Manipur,2018,7005,11341627.67
Manipur,2018,4187,12129421.38
Manipur,2018,4081,11708258.72
Manipur,2018,1622,1924584.238
Manipur,2018,1399,1647288.665
Manipur,2018,1305,3564799.452
Manipur,2018,1007,1709209.246
Manipur,2018,46604,84363001.79
Manipur,2018,42065,54561898.75
Manipur,2018,20689,17968719.22
Manipur,2018,11338,19352100.54
Manipur,2018,7110,18055703.27
Manipur,2018,6741,20315625.92
Manipur,2018,3879,6411513.657
Manipur,2018,2800,6394470.819
Manipur,2018,2710,6467614.408
Manipur,2018,2080,6077962.243
Manipur,2018,60511,89605715.78
Manipur,2018,53577,121033722.1
Manipur,2018,19399,34092748.24
Manipur,2018,13649,24368236.71
Manipur,2018,9151,27937402.09
Manipur,2018,8671,27468832.41
Manipur,2018,4590,9968419.418
Manipur,2018,3959,6601625.253
Manipur,2018,3600,9802720.723
Manipur,2018,3282,13385091.18
Manipur,2018,71845,181598328.2
Manipur,2018,54610,129176222.4
Manipur,2018,24817,52899731.29
Manipur,2018,19048,37263259.12
Manipur,2018,14801,54503246.75
Manipur,2018,13325,42081524.61
Manipur,2018,6508,13429124
Manipur,2018,5444,13414981.16
Manipur,2018,5426,22155446.63
Manipur,2018,4866,13057576.01
Manipur,2019,79612,205676258.9
Manipur,2019,65076,147611078.9
Manipur,2019,24257,47210976
Manipur,2019,19486,48193281.39
Manipur,2019,16940,53360483.2
Manipur,2019,15937,42225052.53
Manipur,2019,6683,13774811.3
Manipur,2019,6373,13975000.54
Manipur,2019,6222,16838560.89
Manipur,2019,6064,21054191.3
Manipur,2019,78677,232056651.7
Manipur,2019,60830,163251483.4
Manipur,2019,20528,50609235.6
Manipur,2019,17577,41645991.99
Manipur,2019,16230,47129360.1
Manipur,2019,15958,52974898.07
Manipur,2019,7984,21521804.28
Manipur,2019,6912,16106582.07
Manipur,2019,6285,17270321.13
Manipur,2019,6226,22523708.11
Manipur,2019,101022,266880799.5
Manipur,2019,79728,206224069.8
Manipur,2019,25149,56874722.88
Manipur,2019,23953,61269618.19
Manipur,2019,23946,67550608.44
Manipur,2019,23755,49667965.87
Manipur,2019,11017,25516446.14
Manipur,2019,10786,21658629.89
Manipur,2019,9939,22282886.13
Manipur,2019,9230,20201420.06
Manipur,2019,150073,445926296.1
Manipur,2019,96589,249197379.9
Manipur,2019,32971,73727196.97
Manipur,2019,31835,72704593.78
Manipur,2019,28686,74931231.19
Manipur,2019,26420,76031748.46
Manipur,2019,12984,31541265.82
Manipur,2019,12148,33065935.2
Manipur,2019,11954,27326669.9
Manipur,2019,11650,30393939.87
Manipur,2020,471392,1799193747
Manipur,2020,97573,222479758.4
Manipur,2020,40558,92413414.34
Manipur,2020,40172,83818557.87
Manipur,2020,33643,81400323.91
Manipur,2020,33637,84566221.45
Manipur,2020,16690,37525920.22
Manipur,2020,14451,31491246.17
Manipur,2020,13716,31278977.09
Manipur,2020,13355,30659040.23
Manipur,2020,551775,2034861514
Manipur,2020,127255,269647863.4
Manipur,2020,70841,142299535
Manipur,2020,66183,158615301.5
Manipur,2020,50818,128936170.3
Manipur,2020,48617,105034881
Manipur,2020,30404,53791181.45
Manipur,2020,24243,43560417.97
Manipur,2020,21517,49008541.1
Manipur,2020,21294,47020896.8
Manipur,2020,805964,3116905375
Manipur,2020,148992,357420385.5
Manipur,2020,82097,178752852
Manipur,2020,75667,178314817.4
Manipur,2020,61160,179008408.8
Manipur,2020,56646,141494952.9
Manipur,2020,33268,72744605.63
Manipur,2020,27857,63120519.96
Manipur,2020,25158,63504521.07
Manipur,2020,24595,57102594.75
Manipur,2020,894877,3447479865
Manipur,2020,179438,524041651
Manipur,2020,95869,267444206.4
Manipur,2020,87208,249311101.4
Manipur,2020,74472,216458503.3
Manipur,2020,71693,243354880.5
Manipur,2020,37180,96767393.9
Manipur,2020,32947,91688189.18
Manipur,2020,31540,90473275.49
Manipur,2020,27674,77956516.78
Manipur,2021,1693458,4962553375
Manipur,2021,161841,530028907.1
Manipur,2021,73777,255486792.7
Manipur,2021,72593,240713473.7
Manipur,2021,63234,205050443.8
Manipur,2021,62755,250250943.4
Manipur,2021,29803,92307870.36
Manipur,2021,23884,80445733.21
Manipur,2021,22415,68745913.46
Manipur,2021,22025,73777202.51
Manipur,2021,2353896,5697696460
Manipur,2021,179337,491977806
Manipur,2021,91264,268514237.5
Manipur,2021,89095,260900495.2
Manipur,2021,80524,273962339.4
Manipur,2021,78765,236369410.1
Manipur,2021,37444,92311646.34
Manipur,2021,29178,90054101.93
Manipur,2021,28524,81225585.72
Manipur,2021,25681,70219657.88
Manipur,2021,3027735,7437068961
Manipur,2021,226128,705081475.2
Manipur,2021,113257,363547884.1
Manipur,2021,109913,397548796.6
Manipur,2021,104901,320379628.2
Manipur,2021,94883,299760833.4
Manipur,2021,44277,128692670
Manipur,2021,36126,116052040.8
Manipur,2021,35250,118509943.9
Manipur,2021,33266,108769884.2
Manipur,2021,3649688,9254105829
Manipur,2021,268205,853764885
Manipur,2021,130316,393043161.3
Manipur,2021,121140,446895232.7
Manipur,2021,113386,369885898.8
Manipur,2021,107329,318563859.8
Manipur,2021,43224,130159064.3
Manipur,2021,40383,154956864.2
Manipur,2021,40279,140792582.9
Manipur,2021,39891,131651667.1
Manipur,2022,4129560,10331377272
Manipur,2022,298053,926298622.8
Manipur,2022,159443,465999965.9
Manipur,2022,132079,478282953.1
Manipur,2022,129775,410979761.6
Manipur,2022,120614,361422857.5
Manipur,2022,53325,182059187.9
Manipur,2022,46964,156821048.3
Manipur,2022,45977,163211543.9
Manipur,2022,45714,129009720.4
Manipur,2022,4858000,11035105414
Manipur,2022,334382,1017003993
Manipur,2022,179962,489921006.3
Manipur,2022,132234,427663724
Manipur,2022,130821,445674066.5
Manipur,2022,127346,360381229.2
Manipur,2022,48779,158669784.2
Manipur,2022,48388,165524493.5
Manipur,2022,45754,124881636.2
Manipur,2022,44845,161255425.3
Manipur,2022,4865688,11153142713
Manipur,2022,401052,1106024473
Manipur,2022,200968,560754898.7
Manipur,2022,198398,502784611.8
Manipur,2022,137088,382055039.9
Manipur,2022,126573,397535714
Manipur,2022,114178,269711112.5
Manipur,2022,48889,150947199
Manipur,2022,48127,165404721.9
Manipur,2022,46116,141106697.6
Manipur,2022,4737839,11004726598
Manipur,2022,417476,1124061242
Manipur,2022,252156,642341521.2
Manipur,2022,205827,477287512.8
Manipur,2022,195796,499527018.9
Manipur,2022,139622,418292018.1
Manipur,2022,134155,398215642.7
Manipur,2022,63745,180730794.8
Manipur,2022,51040,160602197
Manipur,2022,49553,175755833.2
Meghalaya,2018,23283,31807959.18
Meghalaya,2018,7660,9199200.849
Meghalaya,2018,6029,8736566.954
Meghalaya,2018,4896,8299361.376
Meghalaya,2018,3131,2812937.948
Meghalaya,2018,1079,1647761.337
Meghalaya,2018,922,652554.6655
Meghalaya,2018,798,1015597.235
Meghalaya,2018,749,781579.3759
Meghalaya,2018,705,807410.0407
Meghalaya,2018,33966,61180700.48
Meghalaya,2018,10651,19685429.15
Meghalaya,2018,8761,14181827.92
Meghalaya,2018,6004,13059945.84
Meghalaya,2018,2232,2312980.333
Meghalaya,2018,1767,1724404.675
Meghalaya,2018,1403,1278347.188
Meghalaya,2018,1103,1553253.932
Meghalaya,2018,832,1032161.169
Meghalaya,2018,742,684129.9553
Meghalaya,2018,54015,111173160.3
Meghalaya,2018,17911,31488596.44
Meghalaya,2018,13023,26072883.3
Meghalaya,2018,11397,22683448.87
Meghalaya,2018,3240,4571330.12
Meghalaya,2018,2740,4294444.448
Meghalaya,2018,2271,1976480.206
Meghalaya,2018,2110,2467349.257
Meghalaya,2018,1323,1963470.781
Meghalaya,2018,1228,2146208.197
Meghalaya,2018,70386,167808906.8
Meghalaya,2018,29000,52674487.37
Meghalaya,2018,20614,37885027.67
Meghalaya,2018,18294,42066652.87
Meghalaya,2018,4693,7562803.761
Meghalaya,2018,4011,4590211.26
Meghalaya,2018,3950,4531236.408
Meghalaya,2018,3037,6001319.097
Meghalaya,2018,2821,5962239.03
Meghalaya,2018,2808,5832920.484
Meghalaya,2019,101662,201352082.7
Meghalaya,2019,30087,58548564.17
Meghalaya,2019,27304,55813436.17
Meghalaya,2019,25054,46007520.56
Meghalaya,2019,5411,7594602.552
Meghalaya,2019,3819,4558241.545
Meghalaya,2019,3816,4016398.106
Meghalaya,2019,3646,5045464.405
Meghalaya,2019,3529,6495149.29
Meghalaya,2019,3146,7486873.331
Meghalaya,2019,126665,274701980.6
Meghalaya,2019,32077,70701852.44
Meghalaya,2019,27488,61625177.51
Meghalaya,2019,21325,43624217.36
Meghalaya,2019,5226,9713762.899
Meghalaya,2019,4563,6981663.15
Meghalaya,2019,3926,6785815.738
Meghalaya,2019,3804,4329558.192
Meghalaya,2019,3048,7076537.052
Meghalaya,2019,3012,4711717.24
Meghalaya,2019,156970,344129503.5
Meghalaya,2019,45652,90390851.33
Meghalaya,2019,36292,73979318.04
Meghalaya,2019,28604,50090916.58
Meghalaya,2019,8947,11292434.24
Meghalaya,2019,6405,9676872.05
Meghalaya,2019,6329,7479871.09
Meghalaya,2019,5970,8134689.123
Meghalaya,2019,4768,7846736.259
Meghalaya,2019,4604,6779362.113
Meghalaya,2019,189936,413649820
Meghalaya,2019,51137,104063298.2
Meghalaya,2019,42953,90622918.29
Meghalaya,2019,31575,61615652.5
Meghalaya,2019,11750,16126169.37
Meghalaya,2019,8449,11018090.11
Meghalaya,2019,7811,11523924.1
Meghalaya,2019,7301,11722163.48
Meghalaya,2019,7020,9901296.404
Meghalaya,2019,5296,8007467.183
Meghalaya,2020,280817,712010339.2
Meghalaya,2020,65263,130098803.7
Meghalaya,2020,51789,109400759.5
Meghalaya,2020,36855,76021760.04
Meghalaya,2020,15784,22057088.95
Meghalaya,2020,10582,14322530.89
Meghalaya,2020,10483,11902327.51
