states,Transaction_Year,Transaction_Count,Transaction_Amount
Delhi,2021,36788618,60387138441
Delhi,2021,12217454,22460950400
Delhi,2021,11519378,17106146862
Delhi,2021,8373397,15462806104
Delhi,2021,8208259,13456640547
Delhi,2021,7486985,10978698462
Delhi,2021,7346726,9956087387
Delhi,2021,7283521,13045029035
Delhi,2021,4567057,9118331387
Delhi,2021,88849847,1.37311E+11
Delhi,2021,50089446,77874603330
Delhi,2021,17254936,25283744434
Delhi,2021,17186832,31879892281
Delhi,2021,11436200,21133053482
Delhi,2021,10691277,17385987189
Delhi,2021,10407086,14944795668
Delhi,2021,10381321,13789719687
Delhi,2021,10359707,18205778952
Delhi,2021,6108459,13750322170
Delhi,2021,111134916,1.77626E+11
Delhi,2021,61634107,99244375372
Delhi,2021,21366628,32122243405
Delhi,2021,20430656,39890704520
Delhi,2021,13585992,26091698381
Delhi,2021,12510023,16942839764
Delhi,2021,12503180,22723650290
Delhi,2021,12404698,21054166956
Delhi,2021,12092666,18447833007
Delhi,2021,7518346,17929102853
Delhi,2022,128309915,1.98073E+11
Delhi,2022,71006225,1.10658E+11
Delhi,2022,23146633,34276252397
Delhi,2022,22748647,43283043831
Delhi,2022,14899833,28208907241
Delhi,2022,14076598,25099334231
Delhi,2022,13659485,22636957995
Delhi,2022,13519253,17982839889
Delhi,2022,13032988,19771730746
Delhi,2022,8357217,17814230282
Delhi,2022,159034619,2.32912E+11
Delhi,2022,87939392,1.29418E+11
Delhi,2022,29302567,40564903164
Delhi,2022,28008086,50563146986
Delhi,2022,18057230,33092543802
Delhi,2022,17494896,29482073628
Delhi,2022,17358990,21493188987
Delhi,2022,16899542,26515960446
Delhi,2022,16485686,23141432020
Delhi,2022,10060246,22195136725
Delhi,2022,243139962,3.27192E+11
Delhi,2022,58178476,76558260277
Delhi,2022,30595250,52638495088
Delhi,2022,30215862,40627500625
Delhi,2022,21104584,28881717614
Delhi,2022,18316480,32675014922
Delhi,2022,18234782,21732528706
Delhi,2022,18232076,29812600679
Delhi,2022,17276601,26324661267
Delhi,2022,10220528,21361296111
Delhi,2022,280960656,3.86108E+11
Delhi,2022,45094468,58157025088
Delhi,2022,33116019,44231426531
Delhi,2022,32293188,56453476563
Delhi,2022,23683133,33122093387
Delhi,2022,19859098,35599171826
Delhi,2022,19537728,23391855096
Delhi,2022,19393947,31932822870
Delhi,2022,18499176,28102930810
Delhi,2022,11420073,24438534175
Goa,2018,95114,187108292
Goa,2018,65783,116748450.4
Goa,2018,133429,290814882.4
Goa,2018,96146,187788943
Goa,2018,194726,421264288.5
Goa,2018,144785,291902680.8
Goa,2018,305380,714879898.6
Goa,2018,209375,438125180.3
Goa,2019,441807,940864352.3
Goa,2019,297005,534459045
Goa,2019,470250,1020834862
Goa,2019,298191,571032241.5
Goa,2019,673971,1293013307
Goa,2019,418445,707353884.2
Goa,2019,980231,1963621434
Goa,2019,535041,959838915
Goa,2020,1277387,2374507201
Goa,2020,603850,1035864031
Goa,2020,883695,1294651809
Goa,2020,598397,888964620.6
Goa,2020,1165122,2087621923
Goa,2020,750409,1280721658
Goa,2020,2504378,4712001379
Goa,2020,1297003,2187791369
Goa,2021,3797921,7119400650
Goa,2021,1533628,2637842229
Goa,2021,3083639,5391453885
Goa,2021,1626496,2621399702
Goa,2021,4282602,7042155412
Goa,2021,2185161,3436270181
Goa,2021,7808548,13467044828
Goa,2021,3280211,5160212288
Goa,2022,8513573,14075639844
Goa,2022,3700525,5740805559
Goa,2022,9999773,16484842033
Goa,2022,4216281,6388195726
Goa,2022,8310698,13076925808
Goa,2022,4877989,6497339467
Goa,2022,11455490,17268434372
Goa,2022,5737184,7656551999
Gujarat,2018,1436152,2153123692
Gujarat,2018,983723,1346833711
Gujarat,2018,387998,604645570.2
Gujarat,2018,237457,197883270.2
Gujarat,2018,237393,318002413.7
Gujarat,2018,227748,213031001.6
Gujarat,2018,219190,296803513.8
Gujarat,2018,217912,316933354.8
Gujarat,2018,210073,249246117.1
Gujarat,2018,182948,171495425.6
Gujarat,2018,1809774,3307127930
Gujarat,2018,1310963,2189526110
Gujarat,2018,528893,975136493.2
Gujarat,2018,315542,522133969.7
Gujarat,2018,307928,362168353.1
Gujarat,2018,289862,428830769.6
Gujarat,2018,287874,494142162
Gujarat,2018,286014,362586915.6
Gujarat,2018,283913,465751106.6
Gujarat,2018,253332,265850891.7
Gujarat,2018,2600288,4740981792
Gujarat,2018,1899586,3203734474
Gujarat,2018,773456,1452835059
Gujarat,2018,480222,695864170.9
Gujarat,2018,479518,791502891.4
Gujarat,2018,464894,561504997.5
Gujarat,2018,421411,764023467.8
Gujarat,2018,402342,650585708
Gujarat,2018,396566,532922632.8
Gujarat,2018,374470,397576856.5
Gujarat,2018,3990090,6515656157
Gujarat,2018,2225031,4270243994
Gujarat,2018,1047381,2063816598
Gujarat,2018,693588,1143266870
Gujarat,2018,603122,1036812125
Gujarat,2018,537116,1068486739
Gujarat,2018,529655,758278914.5
Gujarat,2018,529470,758586454.1
Gujarat,2018,472933,879868565
Gujarat,2018,468363,753128666.6
Gujarat,2019,7894660,10956007757
Gujarat,2019,3283182,5664609104
Gujarat,2019,1655864,2706612327
Gujarat,2019,1244457,1559852035
Gujarat,2019,1112006,1853217634
Gujarat,2019,926374,1330716994
Gujarat,2019,899763,1021313511
Gujarat,2019,895127,1364193288
Gujarat,2019,805139,1054321489
Gujarat,2019,750124,983591069.7
Gujarat,2019,11689965,19024891337
Gujarat,2019,3136644,5394071895
Gujarat,2019,3047988,6016899815
Gujarat,2019,1717964,3251133814
Gujarat,2019,1205404,1791763500
Gujarat,2019,747899,1317325972
Gujarat,2019,724751,1400871095
Gujarat,2019,715052,1095164064
Gujarat,2019,688449,1389719506
Gujarat,2019,642084,1108185174
Gujarat,2019,14605589,23081622348
Gujarat,2019,4447301,7371726681
Gujarat,2019,3007618,5936350632
Gujarat,2019,2407408,3950547764
Gujarat,2019,1850642,2359920414
Gujarat,2019,1040617,1624510954
Gujarat,2019,1022919,1587889778
Gujarat,2019,1012086,1334187013
Gujarat,2019,955946,948614191.3
Gujarat,2019,909575,1343558302
Gujarat,2019,15696056,29657904578
Gujarat,2019,4988183,9432189653
Gujarat,2019,2986534,6831783125
Gujarat,2019,2908059,5087285260
Gujarat,2019,2081714,2917516450
Gujarat,2019,1324720,2217755668
Gujarat,2019,1166283,1805374816
Gujarat,2019,1134928,2127782299
Gujarat,2019,1087381,1918665318
Gujarat,2019,1028011,1666399666
Gujarat,2020,17950876,35559467148
Gujarat,2020,6801887,13770083574
Gujarat,2020,3398524,5791008308
Gujarat,2020,2337267,3378567425
Gujarat,2020,1525995,2487359208
Gujarat,2020,1429235,2718891068
Gujarat,2020,1342508,2197272850
Gujarat,2020,1339770,2664972202
Gujarat,2020,1305996,2617080219
Gujarat,2020,1294012,2067093335
Gujarat,2020,16430916,32731896547
Gujarat,2020,5654552,9378177063
Gujarat,2020,2796615,4621695377
Gujarat,2020,2039285,2913004124
Gujarat,2020,1860625,3107051804
Gujarat,2020,1673375,2438983131
Gujarat,2020,1592579,2300168471
Gujarat,2020,1498222,2040840946
Gujarat,2020,1428844,2663558233
Gujarat,2020,1360781,2344811087
Gujarat,2020,21769867,43364229619
Gujarat,2020,7272097,14667802723
Gujarat,2020,4247473,7377577452
Gujarat,2020,2828558,4509986130
Gujarat,2020,2145954,3492190238
Gujarat,2020,2102221,4347810484
Gujarat,2020,1898909,3469191791
Gujarat,2020,1762816,3715321888
Gujarat,2020,1743270,2801506603
Gujarat,2020,1490309,2995153085
Gujarat,2020,25926518,50995692377
Gujarat,2020,10950779,22483338828
Gujarat,2020,6066452,10175864216
Gujarat,2020,3802536,6260558379
Gujarat,2020,3243841,5265465829
Gujarat,2020,2687464,5676878892
Gujarat,2020,2565319,4183435576
Gujarat,2020,2473227,4748375062
Gujarat,2020,2405892,5163742799
Gujarat,2020,1980653,4184580563
Gujarat,2021,36857358,68688129154
Gujarat,2021,13429789,28261722803
Gujarat,2021,7191021,11925964623
Gujarat,2021,4275528,7290530767
Gujarat,2021,3420929,5756013891
Gujarat,2021,2927080,6883945518
Gujarat,2021,2745663,4775335084
Gujarat,2021,2664604,6036765373
Gujarat,2021,2587041,5454846786
Gujarat,2021,2278417,5057583315
Gujarat,2021,44173046,79437951666
Gujarat,2021,15230233,30756115156
Gujarat,2021,7847805,12902554422
Gujarat,2021,4552010,7835004938
Gujarat,2021,3937665,6464930553
Gujarat,2021,3648428,8286069196
Gujarat,2021,3268191,7040086478
Gujarat,2021,3236626,5434041160
Gujarat,2021,3118685,6292779692
Gujarat,2021,2675842,5707346831
Gujarat,2021,58611265,1.01761E+11
Gujarat,2021,21214459,40838608900
Gujarat,2021,10555446,16336422911
Gujarat,2021,6318239,10546315791
Gujarat,2021,5280607,8322570349
Gujarat,2021,4877149,11302732745
Gujarat,2021,4434194,7173200940
Gujarat,2021,4378602,9001941153
Gujarat,2021,4085272,8371811502
Gujarat,2021,3586356,7726777655
Gujarat,2021,70075885,1.24559E+11
Gujarat,2021,26358525,51244301661
Gujarat,2021,12675332,20051547593
Gujarat,2021,7658806,13063535936
Gujarat,2021,6671068,10647007113
Gujarat,2021,6396725,14662295530
Gujarat,2021,5798487,9554286593
Gujarat,2021,5470337,11281039516
Gujarat,2021,5022604,10719744657
Gujarat,2021,4398724,9808446764
Gujarat,2022,79952986,1.40746E+11
Gujarat,2022,31199368,60384509134
Gujarat,2022,14343830,22232541229
Gujarat,2022,8605006,14673670632
Gujarat,2022,7973644,18279879154
Gujarat,2022,7704075,12142511078
Gujarat,2022,6673719,11065186874
Gujarat,2022,6493295,13234467234
Gujarat,2022,5772191,12148997855
Gujarat,2022,5044420,11183107357
Gujarat,2022,96453555,1.61506E+11
Gujarat,2022,37371820,68525386888
Gujarat,2022,16566055,24927078678
Gujarat,2022,10158506,16650584409
Gujarat,2022,9732655,20605533611
Gujarat,2022,8898927,13524403307
Gujarat,2022,8033358,12554813235
Gujarat,2022,7934471,15334005512
Gujarat,2022,6831581,13686497406
Gujarat,2022,6063252,12629937170
Gujarat,2022,117574996,1.84255E+11
Gujarat,2022,46500453,78304481289
Gujarat,2022,23318716,32733106035
Gujarat,2022,11270803,15949022078
Gujarat,2022,11035119,22401495022
Gujarat,2022,10879868,17098915693
Gujarat,2022,9633288,13905599409
Gujarat,2022,9375781,16533683640
Gujarat,2022,8053297,15206611341
Gujarat,2022,6403784,12429803357
Gujarat,2022,133174553,2.12037E+11
Gujarat,2022,52037142,85923991747
Gujarat,2022,20968443,30304178848
Gujarat,2022,15879527,22486941030
Gujarat,2022,12352158,25179922290
Gujarat,2022,12010565,19015449814
Gujarat,2022,11103340,15842261458
Gujarat,2022,9617702,17113433243
Gujarat,2022,9260831,17834314869
Gujarat,2022,7160396,14173625244
Haryana,2018,1408070,2317083394
Haryana,2018,521939,772738359.2
Haryana,2018,240517,355732765.8
Haryana,2018,199418,280095218.8
Haryana,2018,183960,263054774.7
Haryana,2018,178766,279804665.7
Haryana,2018,169313,247718779.1
Haryana,2018,164867,164313975.9
Haryana,2018,125150,190361119.4
Haryana,2018,121728,215207976.2
Haryana,2018,1893511,3604758915
Haryana,2018,698865,1211325239
Haryana,2018,320500,627894549.3
Haryana,2018,265754,440169913.4
Haryana,2018,263194,453157049.1
Haryana,2018,253130,475518495.5
Haryana,2018,234948,288080253.2
Haryana,2018,224254,430353501.6
Haryana,2018,180500,352994750.9
Haryana,2018,179677,372787270.3
Haryana,2018,2877059,5115393852
Haryana,2018,1058983,1722572594
Haryana,2018,390428,961080725.8
Haryana,2018,350599,643047741.8
Haryana,2018,331409,660571357.3
Haryana,2018,315829,689899150.9
Haryana,2018,282956,594890204
Haryana,2018,242013,568546327.5
Haryana,2018,233248,522223540.2
Haryana,2018,222321,409263123.9
Haryana,2018,4651606,7834266745
Haryana,2018,2271109,2832603201
Haryana,2018,535609,1038332554
Haryana,2018,511206,1476103126
Haryana,2018,428989,1037340218
Haryana,2018,427930,960831967
Haryana,2018,383775,672481291.5
Haryana,2018,356327,883621789.5
Haryana,2018,319972,741571573.9
Haryana,2018,313017,778868451.3
Haryana,2019,8723777,10558099867
Haryana,2019,4020631,4128377201
Haryana,2019,992599,1395914440
Haryana,2019,719323,1032542809
Haryana,2019,703750,1656524676
Haryana,2019,699422,1419939621
Haryana,2019,685081,1414874465
Haryana,2019,589011,1295083691
Haryana,2019,575222,1345411743
Haryana,2019,548076,1042049466
Haryana,2019,8386864,11575310786
Haryana,2019,3523377,4505940224
Haryana,2019,1096201,2813329871
Haryana,2019,1019615,2473242371
Haryana,2019,889511,1639474281
Haryana,2019,888795,2100408323
Haryana,2019,814251,2062725762
Haryana,2019,761001,2054472611
Haryana,2019,741633,1293085678
Haryana,2019,569289,1308026489
Haryana,2019,11843666,15022524505
Haryana,2019,4701377,5869168552
Haryana,2019,1206241,2010833862
Haryana,2019,1158516,3225248553
Haryana,2019,1155825,2901827843
Haryana,2019,1066029,2495689740
Haryana,2019,1061268,1687988450
Haryana,2019,1055411,2558826215
Haryana,2019,991286,2467996779
Haryana,2019,755297,1642655006
Haryana,2019,14935865,19000424238
Haryana,2019,5358174,7782346424
Haryana,2019,1538398,2831585560
Haryana,2019,1437677,3870819295
Haryana,2019,1428337,4158625642
Haryana,2019,1368457,3347168253
Haryana,2019,1309901,3351369913
Haryana,2019,1280457,3322975422
Haryana,2019,1273274,2370503274
Haryana,2019,965474,2147473030
Haryana,2020,16484737,21152356889
Haryana,2020,5840117,8881105700
Haryana,2020,2016893,5091258326
Haryana,2020,1803076,5175066327
Haryana,2020,1781967,4661669007
Haryana,2020,1747564,3142595798
Haryana,2020,1613263,3109146807
Haryana,2020,1579733,4003478769
Haryana,2020,1533724,3820470010
Haryana,2020,1241283,3154872672
Haryana,2020,11284856,14426170121
Haryana,2020,5775792,8177450074
Haryana,2020,2090627,3788124543
Haryana,2020,2067865,5016220638
Haryana,2020,2050920,5946541939
Haryana,2020,2022132,3582603329
Haryana,2020,2011582,5207544727
Haryana,2020,1644838,4146210408
Haryana,2020,1629574,4045109843
Haryana,2020,1598705,3658746772
Haryana,2020,18098421,23437360422
Haryana,2020,8700173,13490214443
Haryana,2020,3041169,5346067429
Haryana,2020,2922945,7024743099
Haryana,2020,2672871,4869775359
Haryana,2020,2334545,5809998641
Haryana,2020,2209518,5761605478
Haryana,2020,2107221,5099537213
Haryana,2020,1955755,4578348863
Haryana,2020,1740356,4643691558
Haryana,2020,28192581,35629614077
Haryana,2020,12149079,19603646063
Haryana,2020,4329508,8169865745
Haryana,2020,3721622,9010603702
Haryana,2020,3692902,7333424919
Haryana,2020,3190398,8738948859
Haryana,2020,3059943,7874714736
Haryana,2020,2948645,7484819525
Haryana,2020,2527301,6152410696
Haryana,2020,2429140,5544973431
Haryana,2021,31719830,39350276709
Haryana,2021,12970900,21241648454
Haryana,2021,4385531,8303713647
Haryana,2021,4353956,9992974986
Haryana,2021,3641453,7214450169
Haryana,2021,3294765,8859730937
Haryana,2021,3288095,7866864997
Haryana,2021,3236320,8671355565
Haryana,2021,2822406,6379825747
Haryana,2021,2708295,6792159647
Haryana,2021,32311326,39938868048
Haryana,2021,14467773,23831325860
Haryana,2021,5818055,12924700817
Haryana,2021,5377720,9762169803
Haryana,2021,4781725,10716524259
Haryana,2021,4765916,9533885153
Haryana,2021,4588374,11866795027
Haryana,2021,4011429,9985192716
Haryana,2021,3586587,8769888645
Haryana,2021,3501189,7822099241
Haryana,2021,47680658,55914389975
Haryana,2021,19367342,30608591108
Haryana,2021,7225396,12146892238
Haryana,2021,7173052,14357121850
Haryana,2021,6120958,12577188572
Haryana,2021,5875612,10372287086
Haryana,2021,5215891,12437366867
Haryana,2021,5054460,11174788501
Haryana,2021,4615616,10168683402
Haryana,2021,4403307,8835919266
Haryana,2021,56754843,69593103273
Haryana,2021,23169872,38292223252
Haryana,2021,8588386,18170993285
Haryana,2021,8487387,15492946893
Haryana,2021,7419868,16276012823
Haryana,2021,7384842,13860018395
Haryana,2021,6907605,14906046920
Haryana,2021,6193863,16081687128
Haryana,2021,5544335,13098837016
Haryana,2021,5416815,11527031602
Haryana,2022,63282822,77508209557
Haryana,2022,25918817,42896865211
Haryana,2022,9614092,19484490398
Haryana,2022,9346086,16678823765
Haryana,2022,9264902,19020193909
Haryana,2022,8788025,17806136969
Haryana,2022,8401353,15280812571
Haryana,2022,7216543,18068574001
Haryana,2022,6268896,14421297234
Haryana,2022,6097787,12324299905
Haryana,2022,79880852,92145454120
Haryana,2022,30409719,48406473821
Haryana,2022,11943138,22987659570
Haryana,2022,11224593,19046645608
Haryana,2022,10820296,21066063901
Haryana,2022,10609222,20575618596
Haryana,2022,9782307,17323076798
Haryana,2022,8798889,20864338832
Haryana,2022,7714114,16685032555
Haryana,2022,7462000,14355989092
Haryana,2022,87103856,99360193857
Haryana,2022,31002825,46163415393
Haryana,2022,16738938,29152136082
Haryana,2022,15314209,30005386061
Haryana,2022,13837300,24633921101
Haryana,2022,12015067,19436985213
Haryana,2022,11032395,17956834812
Haryana,2022,10832560,19134475751
Haryana,2022,9939686,18965127888
Haryana,2022,9139842,16912349322
Haryana,2022,92493335,1.07047E+11
Haryana,2022,33161524,49923713557
Haryana,2022,17683407,32605509131
Haryana,2022,16862076,34368965297
Haryana,2022,14350357,27248544247
Haryana,2022,13324092,22585777500
Haryana,2022,13114018,21856737362
Haryana,2022,12217738,23682687584
Haryana,2022,12214724,23383107604
Haryana,2022,11181774,20507941018
Himachal Pradesh,2018,118881,146873607.4
Himachal Pradesh,2018,62061,83269925.39
Himachal Pradesh,2018,54161,84375526.98
Himachal Pradesh,2018,44169,50308276.31
Himachal Pradesh,2018,41138,69091183.95
Himachal Pradesh,2018,39070,48375221.96
Himachal Pradesh,2018,37721,43579534.4
Himachal Pradesh,2018,32709,37506250.25
Himachal Pradesh,2018,23978,36599342.9
Himachal Pradesh,2018,21880,20215586.71
Himachal Pradesh,2018,166516,254576422.9
Himachal Pradesh,2018,97426,172859755.3
Himachal Pradesh,2018,82195,162202102.6
Himachal Pradesh,2018,58415,85994890.16
Himachal Pradesh,2018,55922,125825520.9
Himachal Pradesh,2018,53040,77059907.62
Himachal Pradesh,2018,51637,81025669.33
Himachal Pradesh,2018,41507,63207300.3
Himachal Pradesh,2018,39948,96624850.44
Himachal Pradesh,2018,30705,41392933.96
Himachal Pradesh,2018,229164,373018057.4
Himachal Pradesh,2018,123560,243834956.6
Himachal Pradesh,2018,109765,261701779.4
Himachal Pradesh,2018,78762,124334577
Himachal Pradesh,2018,74604,128941896.3
Himachal Pradesh,2018,73766,150521417.3
Himachal Pradesh,2018,58022,90529572.12
Himachal Pradesh,2018,44858,190977335.5
Himachal Pradesh,2018,40813,95127772.88
Himachal Pradesh,2018,37993,56133326.97
Himachal Pradesh,2018,347191,577618789.1
Himachal Pradesh,2018,187764,414603050
Himachal Pradesh,2018,156832,396860638
Himachal Pradesh,2018,122707,199344353.8
Himachal Pradesh,2018,110312,222928340.7
Himachal Pradesh,2018,109661,203827486
Himachal Pradesh,2018,76300,146948802.4
Himachal Pradesh,2018,64285,157752014.9
Himachal Pradesh,2018,63298,160650917
Himachal Pradesh,2018,51395,92955686.24
Himachal Pradesh,2019,626201,733453989.2
Himachal Pradesh,2019,363648,708861957.2
Himachal Pradesh,2019,266655,478900506.5
Himachal Pradesh,2019,174812,238804557.8
Himachal Pradesh,2019,167637,287549707.5
Himachal Pradesh,2019,151550,232335414.5
Himachal Pradesh,2019,126323,189186708.1
Himachal Pradesh,2019,104811,170503559.1
Himachal Pradesh,2019,92009,187262819
Himachal Pradesh,2019,73141,109483745.7
Himachal Pradesh,2019,807095,1698682743
Himachal Pradesh,2019,481957,783011937.9
Himachal Pradesh,2019,295433,591536935
Himachal Pradesh,2019,245467,464902888.8
Himachal Pradesh,2019,150149,270178390.2
Himachal Pradesh,2019,129068,331174039.4
Himachal Pradesh,2019,127208,220885810
Himachal Pradesh,2019,105685,189321647.9
Himachal Pradesh,2019,68748,128917341.5
Himachal Pradesh,2019,62922,128008869
Himachal Pradesh,2019,695970,1981429214
Himachal Pradesh,2019,563580,919355818.1
Himachal Pradesh,2019,373339,645470163.1
Himachal Pradesh,2019,262386,545822136.9
Himachal Pradesh,2019,187716,301844559.3
Himachal Pradesh,2019,154972,258531496.7
Himachal Pradesh,2019,146216,316994313.6
Himachal Pradesh,2019,134630,227364592.3
Himachal Pradesh,2019,88416,142694743.7
Himachal Pradesh,2019,87489,151224161.3
Himachal Pradesh,2019,900252,2553513821
Himachal Pradesh,2019,693523,1168760137
Himachal Pradesh,2019,492277,877780658.3
Himachal Pradesh,2019,332554,678830304
Himachal Pradesh,2019,258323,429776009.8
Himachal Pradesh,2019,204518,442222672.1
Himachal Pradesh,2019,190673,324766028.3
Himachal Pradesh,2019,173510,293924768.3
Himachal Pradesh,2019,114888,204391757.7
Himachal Pradesh,2019,111755,196209094.1
Himachal Pradesh,2020,1115491,2725598845
Himachal Pradesh,2020,821088,1293083622
Himachal Pradesh,2020,569437,836283217.4
Himachal Pradesh,2020,357222,582031760.1
Himachal Pradesh,2020,247878,312050564.8
Himachal Pradesh,2020,245803,451467537.6
Himachal Pradesh,2020,240485,386990850
Himachal Pradesh,2020,208785,305641992.4
Himachal Pradesh,2020,144278,226926312
Himachal Pradesh,2020,139862,213171894.8
Himachal Pradesh,2020,1090361,2702081598
Himachal Pradesh,2020,808170,1165900725
Himachal Pradesh,2020,800587,1148113745
Himachal Pradesh,2020,476844,764632316.6
Himachal Pradesh,2020,283099,412476792.9
Himachal Pradesh,2020,281385,405760136.8
Himachal Pradesh,2020,271636,407244006
Himachal Pradesh,2020,211730,311597474.9
Himachal Pradesh,2020,195242,282218981.8
Himachal Pradesh,2020,191375,284432330
Himachal Pradesh,2020,1285819,3273522194
Himachal Pradesh,2020,1025251,1684944863
Himachal Pradesh,2020,874419,1454881899
Himachal Pradesh,2020,510105,917547335
Himachal Pradesh,2020,351065,649892231.7
Himachal Pradesh,2020,330684,570857451.2
Himachal Pradesh,2020,327646,558556837.7
Himachal Pradesh,2020,256926,493361636.5
Himachal Pradesh,2020,219469,362005462
Himachal Pradesh,2020,202526,342802524.6
Himachal Pradesh,2020,1481567,3532549313
Himachal Pradesh,2020,1429031,2365446849
Himachal Pradesh,2020,1184008,2119401488
Himachal Pradesh,2020,671714,1247938156
Himachal Pradesh,2020,468786,964080436.8
Himachal Pradesh,2020,449443,882226488.2
Himachal Pradesh,2020,443100,785448896.1
Himachal Pradesh,2020,431123,781165089.1
Himachal Pradesh,2020,304032,507880011.4
Himachal Pradesh,2020,275513,518335916.9
Himachal Pradesh,2021,1871647,3621617005
Himachal Pradesh,2021,1415611,2334165843
Himachal Pradesh,2021,1122291,2006571077
Himachal Pradesh,2021,659769,1258330266
Himachal Pradesh,2021,550514,1212317568
Himachal Pradesh,2021,490374,941158055.3
Himachal Pradesh,2021,451501,789668056.7
Himachal Pradesh,2021,416499,720857278.6
Himachal Pradesh,2021,273886,510880053
Himachal Pradesh,2021,256578,504967322
Himachal Pradesh,2021,2474329,4402623044
Himachal Pradesh,2021,1658067,2575741415
Himachal Pradesh,2021,1399606,2443026330
Himachal Pradesh,2021,832152,1488270046
Himachal Pradesh,2021,634078,1174326755
Himachal Pradesh,2021,567339,922354065.2
Himachal Pradesh,2021,551934,946105069.9
Himachal Pradesh,2021,510109,966612054.8
Himachal Pradesh,2021,364270,617691720.4
Himachal Pradesh,2021,322915,613068902.5
Himachal Pradesh,2021,3421673,6296627880
Himachal Pradesh,2021,2183306,3233240075
Himachal Pradesh,2021,1671112,2887492722
Himachal Pradesh,2021,945135,1753985904
Himachal Pradesh,2021,799861,1417386871
Himachal Pradesh,2021,730794,1573258668
Himachal Pradesh,2021,681413,1083275309
Himachal Pradesh,2021,626711,1085444383
Himachal Pradesh,2021,426381,769418422.9
Himachal Pradesh,2021,364475,689922524.1
Himachal Pradesh,2021,3957985,7356261502
Himachal Pradesh,2021,2640011,3757890500
Himachal Pradesh,2021,2130139,3830143760
Himachal Pradesh,2021,1092862,2082662004
Himachal Pradesh,2021,1078809,2242410726
Himachal Pradesh,2021,1048351,1936766072
Himachal Pradesh,2021,847647,1363383254
Himachal Pradesh,2021,717321,1262408332
Himachal Pradesh,2021,507614,926400609.6
Himachal Pradesh,2021,430870,844889572
Himachal Pradesh,2022,4441906,7362840551
Himachal Pradesh,2022,2993489,3959375876
Himachal Pradesh,2022,2261593,3907092916
Himachal Pradesh,2022,1201568,2151083002
Himachal Pradesh,2022,1164923,2030776989
Himachal Pradesh,2022,1100232,2108742823
Himachal Pradesh,2022,962227,1517999109
Himachal Pradesh,2022,751389,1264679769
Himachal Pradesh,2022,544135,943937757.1
Himachal Pradesh,2022,472169,885425010.4
Himachal Pradesh,2022,5875215,9396933042
Himachal Pradesh,2022,3773789,4536385240
Himachal Pradesh,2022,2984544,4846014285
Himachal Pradesh,2022,1646598,3292385543
Himachal Pradesh,2022,1587222,2699997310
Himachal Pradesh,2022,1526243,2532127306
Himachal Pradesh,2022,1196118,1742899001
Himachal Pradesh,2022,1002506,1538456707
Himachal Pradesh,2022,727701,1229468817
Himachal Pradesh,2022,597379,1083546520
Himachal Pradesh,2022,8892834,13349267759
Himachal Pradesh,2022,4064523,4837968887
Himachal Pradesh,2022,3342842,5121570351
Himachal Pradesh,2022,1666670,2648674301
Himachal Pradesh,2022,1270412,1872267056
Himachal Pradesh,2022,1266132,1769419418
Himachal Pradesh,2022,1233226,1928978518
Himachal Pradesh,2022,1202861,2235782785
Himachal Pradesh,2022,936750,1447420351
Himachal Pradesh,2022,934529,1398047775
Himachal Pradesh,2022,9603309,14161042550
Himachal Pradesh,2022,4885938,7430861889
Himachal Pradesh,2022,4436709,5065290892
Himachal Pradesh,2022,2047414,3429997135
Himachal Pradesh,2022,1994054,3034367986
Himachal Pradesh,2022,1454224,1991999746
Himachal Pradesh,2022,1173607,1902311205
Himachal Pradesh,2022,1161191,1732021207
Himachal Pradesh,2022,831315,1292196672
Himachal Pradesh,2022,622642,1042618597
Jammu & Kashmir,2018,398963,509120439.3
Jammu & Kashmir,2018,83775,44215018
Jammu & Kashmir,2018,81381,127452979.4
Jammu & Kashmir,2018,64478,24885721.23
Jammu & Kashmir,2018,50748,36218453.71
Jammu & Kashmir,2018,47285,62676256.76
Jammu & Kashmir,2018,38208,11885513.91
Jammu & Kashmir,2018,35793,24777476.31
Jammu & Kashmir,2018,23587,9213671.327
Jammu & Kashmir,2018,20571,9107649.671
Jammu & Kashmir,2018,891298,1627868128
Jammu & Kashmir,2018,188100,100055918.4
Jammu & Kashmir,2018,112434,232232787.9
Jammu & Kashmir,2018,92244,140893315.7
Jammu & Kashmir,2018,89823,77122240.28
Jammu & Kashmir,2018,70838,43529509.03
Jammu & Kashmir,2018,64888,26799256.95
Jammu & Kashmir,2018,54034,53382825.78
Jammu & Kashmir,2018,41415,24295329.74
Jammu & Kashmir,2018,30822,17711007.63
Jammu & Kashmir,2018,1189512,2093062576
Jammu & Kashmir,2018,210619,195960360.1
Jammu & Kashmir,2018,154314,270405876.7
Jammu & Kashmir,2018,145123,376452715.1
Jammu & Kashmir,2018,87129,60815662.86
Jammu & Kashmir,2018,74691,120545227.2
Jammu & Kashmir,2018,69967,95642801.11
Jammu & Kashmir,2018,65491,93861999.53
Jammu & Kashmir,2018,52136,55650497.72
Jammu & Kashmir,2018,37014,92258254.83
Jammu & Kashmir,2018,1642053,2992752161
Jammu & Kashmir,2018,226829,670989049.3
Jammu & Kashmir,2018,144970,329216330.5
Jammu & Kashmir,2018,109702,212164676.6
Jammu & Kashmir,2018,79193,110778790.9
Jammu & Kashmir,2018,75940,175490225.9
